"id","region","year","fuel_type","count","updated_at"
48,대구,2026,태양열,0,"2026-02-25 03:13:12"
49,대구,2026,수소,753,"2026-02-25 03:13:12"
50,대구,2026,수소전기,101,"2026-02-25 03:13:12"
51,대구,2026,전기,42725,"2026-02-25 03:13:12"
52,인천,2022,태양열,0,"2026-02-25 03:13:12"
53,인천,2022,수소,1021,"2026-02-25 03:13:12"
54,인천,2022,전기,12942,"2026-02-25 03:13:12"
55,인천,2023,태양열,0,"2026-02-25 03:13:12"
56,인천,2023,수소,1660,"2026-02-25 03:13:12"
57,인천,2023,전기,26342,"2026-02-25 03:13:12"
58,인천,2024,태양열,0,"2026-02-25 03:13:12"
59,인천,2024,수소,1960,"2026-02-25 03:13:12"
60,인천,2024,전기,40845,"2026-02-25 03:13:12"
61,인천,2025,태양열,0,"2026-02-25 03:13:12"
62,인천,2025,수소,2550,"2026-02-25 03:13:12"
63,인천,2025,수소전기,51,"2026-02-25 03:13:12"
64,인천,2025,전기,54820,"2026-02-25 03:13:12"
65,인천,2026,태양열,0,"2026-02-25 03:13:12"
66,인천,2026,수소,2584,"2026-02-25 03:13:12"
67,인천,2026,수소전기,911,"2026-02-25 03:13:12"
68,인천,2026,전기,80433,"2026-02-25 03:13:12"
69,광주,2022,태양열,0,"2026-02-25 03:13:12"
70,광주,2022,수소,944,"2026-02-25 03:13:12"
71,광주,2022,전기,5204,"2026-02-25 03:13:12"
72,광주,2023,태양열,0,"2026-02-25 03:13:12"
73,광주,2023,수소,1183,"2026-02-25 03:13:12"
74,광주,2023,전기,9118,"2026-02-25 03:13:12"
75,광주,2024,태양열,0,"2026-02-25 03:13:12"
76,광주,2024,수소,1239,"2026-02-25 03:13:12"
77,광주,2024,전기,12529,"2026-02-25 03:13:12"
78,광주,2025,태양열,0,"2026-02-25 03:13:12"
79,광주,2025,수소,1287,"2026-02-25 03:13:12"
80,광주,2025,수소전기,0,"2026-02-25 03:13:12"
81,광주,2025,전기,15271,"2026-02-25 03:13:12"
82,광주,2026,태양열,0,"2026-02-25 03:13:12"
83,광주,2026,수소,1301,"2026-02-25 03:13:12"
84,광주,2026,수소전기,146,"2026-02-25 03:13:12"
85,광주,2026,전기,19217,"2026-02-25 03:13:12"
86,대전,2022,태양열,0,"2026-02-25 03:13:12"
87,대전,2022,수소,871,"2026-02-25 03:13:12"
88,대전,2022,전기,7675,"2026-02-25 03:13:12"
89,대전,2023,태양열,0,"2026-02-25 03:13:12"
90,대전,2023,수소,1215,"2026-02-25 03:13:12"
91,대전,2023,전기,14450,"2026-02-25 03:13:12"
92,대전,2024,태양열,0,"2026-02-25 03:13:12"
93,대전,2024,수소,1521,"2026-02-25 03:13:12"
94,대전,2024,전기,17981,"2026-02-25 03:13:12"
95,대전,2025,태양열,0,"2026-02-25 03:13:12"
96,대전,2025,수소,1822,"2026-02-25 03:13:12"
97,대전,2025,수소전기,0,"2026-02-25 03:13:12"
98,대전,2025,전기,21364,"2026-02-25 03:13:12"
99,대전,2026,태양열,0,"2026-02-25 03:13:12"
100,대전,2026,수소,1814,"2026-02-25 03:13:12"
101,대전,2026,수소전기,249,"2026-02-25 03:13:12"
102,대전,2026,전기,25537,"2026-02-25 03:13:12"
103,울산,2022,태양열,0,"2026-02-25 03:13:12"
104,울산,2022,수소,2200,"2026-02-25 03:13:12"
105,울산,2022,전기,3180,"2026-02-25 03:13:12"
106,울산,2023,태양열,0,"2026-02-25 03:13:12"
107,울산,2023,수소,2573,"2026-02-25 03:13:12"
108,울산,2023,전기,5071,"2026-02-25 03:13:12"
109,울산,2024,태양열,0,"2026-02-25 03:13:12"
110,울산,2024,수소,2828,"2026-02-25 03:13:12"
111,울산,2024,전기,7875,"2026-02-25 03:13:12"
112,울산,2025,태양열,0,"2026-02-25 03:13:12"
113,울산,2025,수소,2946,"2026-02-25 03:13:12"
114,울산,2025,수소전기,39,"2026-02-25 03:13:12"
115,울산,2025,전기,9851,"2026-02-25 03:13:12"
116,울산,2026,태양열,0,"2026-02-25 03:13:12"
117,울산,2026,수소,2899,"2026-02-25 03:13:12"
118,울산,2026,수소전기,385,"2026-02-25 03:13:12"
119,울산,2026,전기,13427,"2026-02-25 03:13:12"
120,세종,2022,태양열,0,"2026-02-25 03:13:12"
121,세종,2022,수소,131,"2026-02-25 03:13:12"
122,세종,2022,전기,1879,"2026-02-25 03:13:12"
123,세종,2023,태양열,0,"2026-02-25 03:13:12"
124,세종,2023,수소,261,"2026-02-25 03:13:12"
125,세종,2023,전기,3081,"2026-02-25 03:13:12"
126,세종,2024,태양열,0,"2026-02-25 03:13:12"
127,세종,2024,수소,425,"2026-02-25 03:13:12"
128,세종,2024,전기,4430,"2026-02-25 03:13:12"
129,세종,2025,태양열,0,"2026-02-25 03:13:12"
130,세종,2025,수소,527,"2026-02-25 03:13:12"
131,세종,2025,수소전기,0,"2026-02-25 03:13:12"
132,세종,2025,전기,5523,"2026-02-25 03:13:12"
133,세종,2026,태양열,0,"2026-02-25 03:13:12"
134,세종,2026,수소,553,"2026-02-25 03:13:12"
135,세종,2026,수소전기,45,"2026-02-25 03:13:12"
136,세종,2026,전기,7413,"2026-02-25 03:13:12"
137,경기,2022,태양열,1,"2026-02-25 03:13:12"
138,경기,2022,수소,3607,"2026-02-25 03:13:12"
139,경기,2022,전기,40239,"2026-02-25 03:13:12"
140,경기,2023,태양열,2,"2026-02-25 03:13:12"
141,경기,2023,수소,6319,"2026-02-25 03:13:12"
142,경기,2023,전기,77673,"2026-02-25 03:13:12"
143,경기,2024,태양열,1,"2026-02-25 03:13:12"
144,경기,2024,수소,7507,"2026-02-25 03:13:12"
145,경기,2024,전기,114735,"2026-02-25 03:13:12"
146,경기,2025,태양열,1,"2026-02-25 03:13:12"
147,경기,2025,수소,8169,"2026-02-25 03:13:12"
148,경기,2025,수소전기,169,"2026-02-25 03:13:12"
149,경기,2025,전기,152165,"2026-02-25 03:13:12"
150,경기,2026,태양열,2,"2026-02-25 03:13:12"
151,경기,2026,수소,8191,"2026-02-25 03:13:12"
152,경기,2026,수소전기,1907,"2026-02-25 03:13:12"
153,경기,2026,전기,208446,"2026-02-25 03:13:12"
154,강원,2022,태양열,0,"2026-02-25 03:13:12"
155,강원,2022,수소,1803,"2026-02-25 03:13:12"
156,강원,2022,전기,8042,"2026-02-25 03:13:12"
157,강원,2023,태양열,0,"2026-02-25 03:13:12"
158,강원,2023,수소,2544,"2026-02-25 03:13:12"
159,강원,2023,전기,14065,"2026-02-25 03:13:12"
160,강원,2024,태양열,0,"2026-02-25 03:13:12"
161,강원,2024,수소,2704,"2026-02-25 03:13:12"
162,강원,2024,전기,18247,"2026-02-25 03:13:12"
163,강원,2025,태양열,0,"2026-02-25 03:13:12"
164,강원,2025,수소,2706,"2026-02-25 03:13:12"
165,강원,2025,수소전기,15,"2026-02-25 03:13:12"
166,강원,2025,전기,21077,"2026-02-25 03:13:12"
167,강원,2026,태양열,0,"2026-02-25 03:13:12"
168,강원,2026,수소,2551,"2026-02-25 03:13:12"
169,강원,2026,수소전기,435,"2026-02-25 03:13:12"
170,강원,2026,전기,25785,"2026-02-25 03:13:12"
171,충북,2022,태양열,0,"2026-02-25 03:13:12"
172,충북,2022,수소,964,"2026-02-25 03:13:12"
173,충북,2022,전기,8184,"2026-02-25 03:13:12"
174,충북,2023,태양열,0,"2026-02-25 03:13:12"
175,충북,2023,수소,1787,"2026-02-25 03:13:12"
176,충북,2023,전기,15156,"2026-02-25 03:13:12"
177,충북,2024,태양열,0,"2026-02-25 03:13:12"
178,충북,2024,수소,2088,"2026-02-25 03:13:12"
179,충북,2024,전기,20003,"2026-02-25 03:13:12"
180,충북,2025,태양열,0,"2026-02-25 03:13:12"
181,충북,2025,수소,2247,"2026-02-25 03:13:12"
182,충북,2025,수소전기,21,"2026-02-25 03:13:12"
183,충북,2025,전기,25237,"2026-02-25 03:13:12"
184,충북,2026,태양열,0,"2026-02-25 03:13:12"
185,충북,2026,수소,2195,"2026-02-25 03:13:12"
186,충북,2026,수소전기,551,"2026-02-25 03:13:12"
187,충북,2026,전기,33316,"2026-02-25 03:13:12"
188,충남,2022,태양열,0,"2026-02-25 03:13:12"
189,충남,2022,수소,783,"2026-02-25 03:13:12"
190,충남,2022,전기,10015,"2026-02-25 03:13:12"
191,충남,2023,태양열,0,"2026-02-25 03:13:12"
192,충남,2023,수소,1259,"2026-02-25 03:13:12"
193,충남,2023,전기,16617,"2026-02-25 03:13:12"
194,충남,2024,태양열,0,"2026-02-25 03:13:12"
195,충남,2024,수소,1534,"2026-02-25 03:13:12"
196,충남,2024,전기,24194,"2026-02-25 03:13:12"
197,충남,2025,태양열,0,"2026-02-25 03:13:12"
198,충남,2025,수소,1740,"2026-02-25 03:13:12"
199,충남,2025,수소전기,0,"2026-02-25 03:13:12"
200,충남,2025,전기,30662,"2026-02-25 03:13:12"
201,충남,2026,태양열,0,"2026-02-25 03:13:12"
202,충남,2026,수소,1756,"2026-02-25 03:13:12"
203,충남,2026,수소전기,380,"2026-02-25 03:13:12"
204,충남,2026,전기,40030,"2026-02-25 03:13:12"
205,전북,2022,태양열,0,"2026-02-25 03:13:12"
206,전북,2022,수소,1163,"2026-02-25 03:13:12"
207,전북,2022,전기,7389,"2026-02-25 03:13:12"
208,전북,2023,태양열,0,"2026-02-25 03:13:12"
209,전북,2023,수소,1938,"2026-02-25 03:13:12"
210,전북,2023,전기,12740,"2026-02-25 03:13:12"
211,전북,2024,태양열,0,"2026-02-25 03:13:12"
212,전북,2024,수소,2351,"2026-02-25 03:13:12"
213,전북,2024,전기,19827,"2026-02-25 03:13:12"
214,전북,2025,태양열,0,"2026-02-25 03:13:12"
215,전북,2025,수소,2614,"2026-02-25 03:13:12"
216,전북,2025,수소전기,18,"2026-02-25 03:13:12"
217,전북,2025,전기,24954,"2026-02-25 03:13:12"
218,전북,2026,태양열,0,"2026-02-25 03:13:12"
219,전북,2026,수소,2573,"2026-02-25 03:13:12"
220,전북,2026,수소전기,324,"2026-02-25 03:13:12"
221,전북,2026,전기,30610,"2026-02-25 03:13:12"
222,전남,2022,태양열,0,"2026-02-25 03:13:12"
223,전남,2022,수소,338,"2026-02-25 03:13:12"
224,전남,2022,전기,8837,"2026-02-25 03:13:12"
225,전남,2023,태양열,0,"2026-02-25 03:13:12"
226,전남,2023,수소,778,"2026-02-25 03:13:12"
227,전남,2023,전기,15449,"2026-02-25 03:13:12"
228,전남,2024,태양열,0,"2026-02-25 03:13:12"
229,전남,2024,수소,1026,"2026-02-25 03:13:12"
230,전남,2024,전기,24276,"2026-02-25 03:13:12"
231,전남,2025,태양열,0,"2026-02-25 03:13:12"
232,전남,2025,수소,1182,"2026-02-25 03:13:12"
233,전남,2025,수소전기,15,"2026-02-25 03:13:12"
234,전남,2025,전기,31566,"2026-02-25 03:13:12"
235,전남,2026,태양열,0,"2026-02-25 03:13:12"
236,전남,2026,수소,1206,"2026-02-25 03:13:12"
237,전남,2026,수소전기,323,"2026-02-25 03:13:12"
238,전남,2026,전기,41368,"2026-02-25 03:13:12"
239,경북,2022,태양열,0,"2026-02-25 03:13:12"
240,경북,2022,수소,52,"2026-02-25 03:13:12"
241,경북,2022,전기,11269,"2026-02-25 03:13:12"
242,경북,2023,태양열,0,"2026-02-25 03:13:12"
243,경북,2023,수소,277,"2026-02-25 03:13:12"
244,경북,2023,전기,19150,"2026-02-25 03:13:12"
245,경북,2024,태양열,0,"2026-02-25 03:13:12"
246,경북,2024,수소,412,"2026-02-25 03:13:12"
247,경북,2024,전기,26934,"2026-02-25 03:13:12"
248,경북,2025,태양열,0,"2026-02-25 03:13:12"
249,경북,2025,수소,536,"2026-02-25 03:13:12"
250,경북,2025,수소전기,24,"2026-02-25 03:13:12"
251,경북,2025,전기,33990,"2026-02-25 03:13:12"
252,경북,2026,태양열,0,"2026-02-25 03:13:12"
253,경북,2026,수소,591,"2026-02-25 03:13:12"
254,경북,2026,수소전기,287,"2026-02-25 03:13:12"
255,경북,2026,전기,45225,"2026-02-25 03:13:12"
256,경남,2022,태양열,0,"2026-02-25 03:13:12"
257,경남,2022,수소,1638,"2026-02-25 03:13:12"
258,경남,2022,전기,12725,"2026-02-25 03:13:12"
259,경남,2023,태양열,0,"2026-02-25 03:13:12"
260,경남,2023,수소,2465,"2026-02-25 03:13:12"
261,경남,2023,전기,22749,"2026-02-25 03:13:12"
262,경남,2024,태양열,0,"2026-02-25 03:13:12"
263,경남,2024,수소,2782,"2026-02-25 03:13:12"
264,경남,2024,전기,36410,"2026-02-25 03:13:12"
265,경남,2025,태양열,0,"2026-02-25 03:13:12"
266,경남,2025,수소,2996,"2026-02-25 03:13:12"
267,경남,2025,수소전기,8,"2026-02-25 03:13:12"
268,경남,2025,전기,46873,"2026-02-25 03:13:12"
269,경남,2026,태양열,0,"2026-02-25 03:13:12"
270,경남,2026,수소,3102,"2026-02-25 03:13:12"
271,경남,2026,수소전기,472,"2026-02-25 03:13:12"
272,경남,2026,전기,66487,"2026-02-25 03:13:12"
273,제주,2022,태양열,0,"2026-02-25 03:13:12"
274,제주,2022,수소,3,"2026-02-25 03:13:12"
275,제주,2022,전기,25580,"2026-02-25 03:13:12"
276,제주,2023,태양열,0,"2026-02-25 03:13:12"
277,제주,2023,수소,13,"2026-02-25 03:13:12"
278,제주,2023,전기,32904,"2026-02-25 03:13:12"
279,제주,2024,태양열,0,"2026-02-25 03:13:12"
280,제주,2024,수소,33,"2026-02-25 03:13:12"
281,제주,2024,전기,39439,"2026-02-25 03:13:12"
282,제주,2025,태양열,0,"2026-02-25 03:13:12"
283,제주,2025,수소,70,"2026-02-25 03:13:12"
284,제주,2025,수소전기,1,"2026-02-25 03:13:12"
285,제주,2025,전기,49442,"2026-02-25 03:13:12"
286,제주,2026,태양열,0,"2026-02-25 03:13:12"
287,제주,2026,수소,88,"2026-02-25 03:13:12"
288,제주,2026,수소전기,10,"2026-02-25 03:13:12"
289,제주,2026,전기,60868,"2026-02-25 03:13:12"
